birth count,birth count_pct,county name,ethnicity desc,low birth weight ind desc,race catg desc,sort,year desc
0,0.0,Morgan,Unknown,Total,Unknown/Not Reported,35420,2010
1,018,Muskingum,Non-Hispanic,Total,White,100,2010
0,0.0,Morrow,Unknown,Total,African American  (Black),35492,2010
0,0.0,Champaign,Unknown,Low birth weight (<2500g),Unknown/Not Reported,69690,2015
*,*,Muskingum,Non-Hispanic,Total,African American  (Black),35555,2010
0,0.0,Noble,Hispanic,Total,Asian,35621,2010
0,0.0,Muskingum,Hispanic,Total,Asian,35537,2010
0,0.0,Morrow,Non-Hispanic,Total,Unknown/Not Reported,35483,2010
*,*,Muskingum,Non-Hispanic,Total,Unknown/Not Reported,35567,2010
0,0.0,Noble,Non-Hispanic,Total,African American  (Black),35639,2010
*,*,Morrow,Hispanic,Total,White,35465,2010
0,0.0,Morrow,Unknown,Total,White,35507,2010
0,0.0,Muskingum,Unknown,Total,Native American,35582,2010
*,*,Noble,Non-Hispanic,Total,White,35654,2010
32,100.0,Montgomery,Hispanic,Total,White,35297,2010
382,100.0,Morrow,Non-Hispanic,Total,White,35486,2010
*,*,Clark,Non-Hispanic,Low birth weight (<2500g),African American  (Black),85029,2017 **
1,173,Clark,Non-Hispanic,Normal birth weight (2500g+),White,90,2017 **
*,*,Clark,Hispanic,Normal birth weight (2500g+),Asian,85012,2017 **
0,0.0,Monroe,Unknown,Total,African American  (Black),65816,2014
0,0.0,Miami,Unknown,Total,Asian,65735,2014
0,0.0,Monroe,Unknown,Total,Native American,65822,2014
1,695,Montgomery,Non-Hispanic,Total,African American  (Black),100,2014
*,*,Morrow,Non-Hispanic,Total,Asian,66050,2014
*,*,Montgomery,Hispanic,Total,Native American,65864,2014
0,0.0,Montgomery,Unknown,Total,White,65915,2014
0,0.0,Morrow,Unknown,Total,Asian,66071,2014
0,0.0,Morrow,Non-Hispanic,Total,Unknown/Not Reported,66059,2014
4,393,Montgomery,Non-Hispanic,Total,White,100,2014
0,0.0,Morgan,Hispanic,Total,Pacific Islander/Hawaiian,65951,2014
*,*,Montgomery,Hispanic,Total,Unknown/Not Reported,65870,2014
0,0.0,Morgan,Hispanic,Total,Asian,65945,2014
0,0.0,Morgan,Unknown,Total,Asian,65987,2014
0,0.0,Monroe,Non-Hispanic,Total,Unknown/Not Reported,65807,2014
0,0.0,Morrow,Hispanic,Total,Asian,66029,2014
54,100.0,Montgomery,Non-Hispanic,Total,Unknown/Not Reported,65891,2014
0,0.0,Muskingum,Hispanic,Total,African American  (Black),66110,2014
*,*,Morgan,Non-Hispanic,Total,White,65978,2014
0,0.0,Morgan,Hispanic,Total,Native American,65948,2014
0,0.0,Morgan,Hispanic,Total,African American  (Black),65942,2014
0,0.0,Morgan,Unknown,Total,White,65999,2014
*,*,Morrow,Hispanic,Total,Unknown/Not Reported,66038,2014
0,0.0,Morrow,Unknown,Total,Native American,66074,2014
0,0.0,Montgomery,Unknown,Total,African American  (Black),65900,2014
*,*,Muskingum,Non-Hispanic,Total,Unknown/Not Reported,66143,2014
*,*,Morgan,Non-Hispanic,Total,Native American,65969,2014
*,*,Morgan,Non-Hispanic,Total,African American  (Black),65963,2014
*,*,Morrow,Non-Hispanic,Total,White,66062,2014
0,0.0,Morgan,Non-Hispanic,Total,Unknown/Not Reported,65975,2014
*,*,Montgomery,Non-Hispanic,Total,Native American,65885,2014
0,0.0,Morgan,Unknown,Total,Native American,65990,2014
*,*,Muskingum,Non-Hispanic,Total,African American  (Black),66131,2014
*,*,Muskingum,Non-Hispanic,Total,Asian,66134,2014
0,0.0,Morgan,Unknown,Total,Unknown/Not Reported,65996,2014
0,0.0,Noble,Unknown,Low birth weight (<2500g),Pacific Islander/Hawaiian,66243,2014
0,0.0,Ottawa,Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,66286,2014
0,0.0,Noble,Unknown,Normal birth weight (2500g+),Native American,66241,2014
0,0.0,Noble,Unknown,Normal birth weight (2500g+),Pacific Islander/Hawaiian,66244,2014
0,0.0,Ottawa,Unknown,Low birth weight (<2500g),Pacific Islander/Hawaiian,66327,2014
0,0.0,Ottawa,Hispanic,Low birth weight (<2500g),African American  (Black),66276,2014
0,0.0,Ottawa,Hispanic,Low birth weight (<2500g),White,66291,2014
0,0.0,Noble,Unknown,Low birth weight (<2500g),White,66249,2014
0,0.0,Ottawa,Hispanic,Low birth weight (<2500g),Native American,66282,2014
0,0.0,Noble,Non-Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,66222,2014
0,0.0,Ottawa,Unknown,Normal birth weight (2500g+),Unknown/Not Reported,66331,2014
*,*,Ottawa,Hispanic,Low birth weight (<2500g),Unknown/Not Reported,66288,2014
*,*,Ottawa,Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,66289,2014
0,0.0,Ottawa,Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,66285,2014
0,0.0,Paulding,Hispanic,Low birth weight (<2500g),African American  (Black),66360,2014
0,0.0,Ottawa,Hispanic,Normal birth weight (2500g+),African American  (Black),66277,2014
0,0.0,Noble,Unknown,Low birth weight (<2500g),Unknown/Not Reported,66246,2014
0,0.0,Noble,Unknown,Low birth weight (<2500g),Native American,66240,2014
*,*,Ottawa,Non-Hispanic,Low birth weight (<2500g),White,66312,2014
0,0.0,Ottawa,Non-Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,66310,2014
0,0.0,Noble,Unknown,Normal birth weight (2500g+),Unknown/Not Reported,66247,2014
0,0.0,Ottawa,Non-Hispanic,Low birth weight (<2500g),Asian,66300,2014
0,0.0,Ottawa,Non-Hispanic,Low birth weight (<2500g),Unknown/Not Reported,66309,2014
0,0.0,Ottawa,Unknown,Low birth weight (<2500g),African American  (Black),66318,2014
0,0.0,Ottawa,Hispanic,Normal birth weight (2500g+),Asian,66280,2014
0,0.0,Paulding,Hispanic,Normal birth weight (2500g+),African American  (Black),66361,2014
*,*,Ottawa,Non-Hispanic,Low birth weight (<2500g),African American  (Black),66297,2014
0,0.0,Ottawa,Non-Hispanic,Low birth weight (<2500g),Native American,66303,2014
*,*,Ottawa,Hispanic,Normal birth weight (2500g+),White,66292,2014
*,*,Ottawa,Non-Hispanic,Normal birth weight (2500g+),African American  (Black),66298,2014
0,0.0,Ottawa,Unknown,Normal birth weight (2500g+),Asian,66322,2014
0,0.0,Ottawa,Hispanic,Low birth weight (<2500g),Asian,66279,2014
0,0.0,Ottawa,Non-Hispanic,Normal birth weight (2500g+),Native American,66304,2014
0,0.0,Ottawa,Unknown,Normal birth weight (2500g+),Native American,66325,2014
0,0.0,Ottawa,Unknown,Low birth weight (<2500g),Unknown/Not Reported,66330,2014
0,0.0,Paulding,Hispanic,Low birth weight (<2500g),Native American,66366,2014
0,0.0,Ottawa,Unknown,Low birth weight (<2500g),Native American,66324,2014
0,0.0,Paulding,Non-Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,66390,2014
0,0.0,Ottawa,Non-Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,66307,2014
0,0.0,Paulding,Hispanic,Low birth weight (<2500g),White,66375,2014
311,92.8,Ottawa,Non-Hispanic,Normal birth weight (2500g+),White,66313,2014
0,0.0,Ottawa,Unknown,Normal birth weight (2500g+),White,66334,2014
0,0.0,Paulding,Hispanic,Low birth weight (<2500g),Unknown/Not Reported,66372,2014
0,0.0,Paulding,Hispanic,Normal birth weight (2500g+),Asian,66364,2014
0,0.0,Ottawa,Unknown,Normal birth weight (2500g+),African American  (Black),66319,2014
0,0.0,Paulding,Unknown,Normal birth weight (2500g+),Native American,66409,2014
0,0.0,Paulding,Non-Hispanic,Low birth weight (<2500g),Asian,66384,2014
0,0.0,Paulding,Unknown,Normal birth weight (2500g+),African American  (Black),66403,2014
0,0.0,Ottawa,Non-Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,66306,2014
0,0.0,Ottawa,Unknown,Low birth weight (<2500g),White,66333,2014
0,0.0,Paulding,Unknown,Low birth weight (<2500g),Pacific Islander/Hawaiian,66411,2014
*,*,Paulding,Non-Hispanic,Low birth weight (<2500g),White,66396,2014
0,0.0,Paulding,Unknown,Normal birth weight (2500g+),White,66418,2014
0,0.0,Ottawa,Unknown,Low birth weight (<2500g),Asian,66321,2014
0,0.0,Perry,Hispanic,Low birth weight (<2500g),African American  (Black),66444,2014
0,0.0,Paulding,Unknown,Low birth weight (<2500g),African American  (Black),66402,2014
*,*,Paulding,Non-Hispanic,Low birth weight (<2500g),African American  (Black),66381,2014
0,0.0,Paulding,Non-Hispanic,Low birth weight (<2500g),Unknown/Not Reported,66393,2014
0,0.0,Paulding,Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,66370,2014
0,0.0,Paulding,Non-Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,66394,2014
0,0.0,Paulding,Non-Hispanic,Low birth weight (<2500g),Native American,66387,2014
0,0.0,Paulding,Non-Hispanic,Normal birth weight (2500g+),Asian,66385,2014
0,0.0,Ottawa,Unknown,Normal birth weight (2500g+),Pacific Islander/Hawaiian,66328,2014
188,94.5,Paulding,Non-Hispanic,Normal birth weight (2500g+),White,66397,2014
*,*,Paulding,Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,66373,2014
0,0.0,Paulding,Unknown,Low birth weight (<2500g),Native American,66408,2014
0,0.0,Paulding,Hispanic,Normal birth weight (2500g+),Native American,66367,2014
0,0.0,Perry,Hispanic,Normal birth weight (2500g+),African American  (Black),66445,2014
0,0.0,Paulding,Hispanic,Low birth weight (<2500g),Asian,66363,2014
0,0.0,Paulding,Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,66369,2014
*,*,Paulding,Hispanic,Normal birth weight (2500g+),White,66376,2014
*,*,Paulding,Non-Hispanic,Normal birth weight (2500g+),African American  (Black),66382,2014
0,0.0,Paulding,Non-Hispanic,Normal birth weight (2500g+),Native American,66388,2014
0,0.0,Paulding,Non-Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,66391,2014
*,*,Perry,Non-Hispanic,Low birth weight (<2500g),African American  (Black),66465,2014
4,354,Summit,Non-Hispanic,Total,White,100,2010
0,0.0,Summit,Unknown,Total,Native American,37010,2010
1,800,Trumbull,Non-Hispanic,Total,White,100,2010
*,*,Summit,Non-Hispanic,Total,Native American,36989,2010
0,0.0,Tuscarawas,Hispanic,Total,Native American,37136,2010
0,0.0,Stark,Hispanic,Total,Asian,36881,2010
0,0.0,Stark,Unknown,Total,African American  (Black),36920,2010
*,*,Summit,Hispanic,Total,Unknown/Not Reported,36974,2010
1,045,Tuscarawas,Non-Hispanic,Total,White,100,2010
*,*,Trumbull,Non-Hispanic,Total,Native American,37073,2010
0,0.0,Summit,Hispanic,Low birth weight (<2500g),Native American,29322,2009
0,0.0,Summit,Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,29325,2009
0,0.0,Summit,Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,29329,2009
0,0.0,Stark,Unknown,Low birth weight (<2500g),Asian,29277,2009
*,*,Summit,Non-Hispanic,Low birth weight (<2500g),Native American,29343,2009
0,0.0,Stark,Unknown,Low birth weight (<2500g),Native American,29280,2009
0,0.0,Stark,Non-Hispanic,Low birth weight (<2500g),Unknown/Not Reported,29265,2009
*,*,Summit,Hispanic,Low birth weight (<2500g),Asian,29319,2009
0,0.0,Stark,Non-Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,29266,2009
*,*,Stark,Hispanic,Normal birth weight (2500g+),African American  (Black),29233,2009
0,0.0,Summit,Non-Hispanic,Low birth weight (<2500g),Unknown/Not Reported,29349,2009
339,7.3,Summit,Non-Hispanic,Low birth weight (<2500g),White,29352,2009
101,90.2,Summit,Hispanic,Normal birth weight (2500g+),White,29332,2009
*,*,Summit,Non-Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,29347,2009
0,0.0,Wood,Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,22521,2008
0,0.0,Wood,Non-Hispanic,Low birth weight (<2500g),Asian,22536,2008
*,*,Stark,Hispanic,Low birth weight (<2500g),White,59823,2013
0,0.0,Stark,Hispanic,Low birth weight (<2500g),Asian,59811,2013
33,82.5,Stark,Non-Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,59842,2013
0,0.0,Trumbull,Unknown,Normal birth weight (2500g+),Unknown/Not Reported,60031,2013
0,0.0,Trumbull,Unknown,Normal birth weight (2500g+),African American  (Black),60019,2013
0,0.0,Trumbull,Unknown,Low birth weight (<2500g),African American  (Black),60018,2013
*,*,Trumbull,Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,59989,2013
0,0.0,Trumbull,Unknown,Low birth weight (<2500g),Unknown/Not Reported,60030,2013
*,*,Trumbull,Hispanic,Normal birth weight (2500g+),African American  (Black),59977,2013
0,0.0,Summit,Unknown,Low birth weight (<2500g),African American  (Black),59934,2013
226,85.0,Trumbull,Non-Hispanic,Normal birth weight (2500g+),African American  (Black),59998,2013
0,0.0,Summit,Unknown,Low birth weight (<2500g),Unknown/Not Reported,59946,2013
*,*,Summit,Non-Hispanic,Low birth weight (<2500g),Unknown/Not Reported,59925,2013
0,0.0,Summit,Unknown,Normal birth weight (2500g+),Native American,59941,2013
*,*,Trumbull,Hispanic,Normal birth weight (2500g+),White,59992,2013
0,0.0,Trumbull,Unknown,Normal birth weight (2500g+),Native American,60025,2013
*,*,Tuscarawas,Hispanic,Low birth weight (<2500g),White,60075,2013
0,0.0,Trumbull,Unknown,Normal birth weight (2500g+),Asian,60022,2013
0,0.0,Ottawa,Hispanic,Total,Native American,89216,2017 **
*,*,Noble,Non-Hispanic,Total,White,89162,2017 **
0,0.0,Noble,Non-Hispanic,Total,African American  (Black),89147,2017 **
*,*,Ottawa,Hispanic,Total,White,89225,2017 **
0,0.0,Noble,Unknown,Total,African American  (Black),89168,2017 **
0,0.0,Ottawa,Non-Hispanic,Total,Pacific Islander/Hawaiian,89240,2017 **
*,*,Noble,Hispanic,Total,White,89141,2017 **
0,0.0,Noble,Hispanic,Total,Unknown/Not Reported,89138,2017 **
0,0.0,Noble,Non-Hispanic,Total,Asian,89150,2017 **
0,0.0,Noble,Non-Hispanic,Total,Unknown/Not Reported,89159,2017 **
0,0.0,Noble,Unknown,Total,Native American,89174,2017 **
0,0.0,Ottawa,Unknown,Total,Asian,89255,2017 **
0,0.0,Ottawa,Unknown,Total,Pacific Islander/Hawaiian,89261,2017 **
0,0.0,Noble,Unknown,Total,Unknown/Not Reported,89180,2017 **
*,*,Lake,Hispanic,Total,African American  (Black),18818,2008
0,0.0,Lawrence,Unknown,Total,Unknown/Not Reported,18956,2008
*,*,Lawrence,Non-Hispanic,Total,Asian,18926,2008
*,*,Knox,Hispanic,Total,White,18749,2008
0,0.0,Lawrence,Hispanic,Total,African American  (Black),18902,2008
0,0.0,Lawrence,Hispanic,Total,Unknown/Not Reported,18914,2008
0,0.0,Lake,Unknown,Total,African American  (Black),18860,2008
0,0.0,Lake,Unknown,Total,Pacific Islander/Hawaiian,18869,2008
0,0.0,Lake,Unknown,Total,Asian,18863,2008
0,0.0,Lawrence,Hispanic,Total,Native American,18908,2008
0,0.0,Logan,Hispanic,Total,Pacific Islander/Hawaiian,19079,2008
*,*,Logan,Non-Hispanic,Total,African American  (Black),19091,2008
0,0.0,Licking,Unknown,Total,Native American,19034,2008
0,0.0,Knox,Unknown,Total,Unknown/Not Reported,18788,2008
0,0.0,Licking,Unknown,Total,White,19043,2008
0,0.0,Lawrence,Hispanic,Total,White,18917,2008
0,0.0,Licking,Hispanic,Total,Native American,18992,2008
0,0.0,Licking,Unknown,Total,African American  (Black),19028,2008
0,0.0,Licking,Hispanic,Total,Unknown/Not Reported,18998,2008
0,0.0,Lawrence,Non-Hispanic,Total,Pacific Islander/Hawaiian,18932,2008
*,*,Licking,Hispanic,Total,Asian,18989,2008
0,0.0,Logan,Hispanic,Total,African American  (Black),19070,2008
0,0.0,Logan,Hispanic,Total,Unknown/Not Reported,19082,2008
0,0.0,Lake,Non-Hispanic,Total,Unknown/Not Reported,18851,2008
0,0.0,Lawrence,Unknown,Total,Pacific Islander/Hawaiian,18953,2008
105,100.0,Lorain,Hispanic,Total,African American  (Black),19154,2008
0,0.0,Licking,Non-Hispanic,Total,Pacific Islander/Hawaiian,19016,2008
*,*,Licking,Hispanic,Total,White,19001,2008
0,0.0,Lawrence,Unknown,Total,African American  (Black),18944,2008
*,*,Lawrence,Non-Hispanic,Total,African American  (Black),18923,2008
*,*,Licking,Non-Hispanic,Total,Native American,19013,2008
0,0.0,Lawrence,Unknown,Total,Asian,18947,2008
0,0.0,Noble,Non-Hispanic,Total,Native American,89153,2017 **
0,0.0,Ottawa,Unknown,Total,Unknown/Not Reported,89264,2017 **
0,0.0,Noble,Hispanic,Total,Asian,89129,2017 **
0,0.0,Noble,Hispanic,Total,Native American,89132,2017 **
0,0.0,Noble,Non-Hispanic,Total,Pacific Islander/Hawaiian,89156,2017 **
0,0.0,Muskingum,Unknown,Total,White,89099,2017 **
0,0.0,Noble,Unknown,Total,Pacific Islander/Hawaiian,89177,2017 **
*,*,Ottawa,Non-Hispanic,Total,Native American,89237,2017 **
*,*,Ottawa,Non-Hispanic,Total,African American  (Black),89231,2017 **
0,0.0,Ottawa,Hispanic,Total,Pacific Islander/Hawaiian,89219,2017 **
0,0.0,Ottawa,Unknown,Total,White,89267,2017 **
0,0.0,Perry,Hispanic,Total,African American  (Black),89378,2017 **
*,*,Paulding,Non-Hispanic,Total,White,89330,2017 **
0,0.0,Ottawa,Unknown,Total,African American  (Black),89252,2017 **
0,0.0,Paulding,Non-Hispanic,Total,Pacific Islander/Hawaiian,89324,2017 **
317,100.0,Ottawa,Non-Hispanic,Total,White,89246,2017 **
0,0.0,Perry,Non-Hispanic,Total,Pacific Islander/Hawaiian,89408,2017 **
*,*,Perry,Non-Hispanic,Total,Native American,89405,2017 **
0,0.0,Paulding,Hispanic,Total,Native American,89300,2017 **
*,*,Paulding,Hispanic,Total,White,89309,2017 **
0,0.0,Perry,Unknown,Total,Asian,89423,2017 **
0,0.0,Perry,Unknown,Total,Unknown/Not Reported,89432,2017 **
*,*,Ottawa,Hispanic,Total,Unknown/Not Reported,89222,2017 **
0,0.0,Paulding,Hispanic,Total,African American  (Black),89294,2017 **
*,*,Perry,Non-Hispanic,Total,Asian,89402,2017 **
0,0.0,Perry,Non-Hispanic,Total,Unknown/Not Reported,89411,2017 **
*,*,Paulding,Hispanic,Total,Unknown/Not Reported,89306,2017 **
*,*,Paulding,Non-Hispanic,Total,African American  (Black),89315,2017 **
0,0.0,Paulding,Unknown,Total,African American  (Black),89336,2017 **
0,0.0,Ottawa,Non-Hispanic,Total,Unknown/Not Reported,89243,2017 **
*,*,Paulding,Non-Hispanic,Total,Asian,89318,2017 **
0,0.0,Paulding,Unknown,Total,White,89351,2017 **
*,*,Lawrence,Non-Hispanic,Total,Native American,18929,2008
0,0.0,Lawrence,Unknown,Total,Native American,18950,2008
0,0.0,Logan,Unknown,Total,White,19127,2008
*,*,Logan,Non-Hispanic,Total,Asian,19094,2008
*,*,Logan,Non-Hispanic,Total,Native American,19097,2008
0,0.0,Logan,Non-Hispanic,Total,Pacific Islander/Hawaiian,19100,2008
0,0.0,Logan,Hispanic,Total,Native American,19076,2008
*,*,Licking,Non-Hispanic,Total,African American  (Black),19007,2008
1,880,Licking,Non-Hispanic,Total,White,100,2008
0,0.0,Licking,Non-Hispanic,Total,Unknown/Not Reported,19019,2008
0,0.0,Lorain,Unknown,Total,White,19211,2008
80,100.0,Lucas,Hispanic,Total,African American  (Black),19238,2008
0,0.0,Licking,Unknown,Total,Pacific Islander/Hawaiian,19037,2008
*,*,Lorain,Hispanic,Total,White,19169,2008
*,*,Lorain,Non-Hispanic,Total,Native American,19181,2008
0,0.0,Logan,Unknown,Total,Unknown/Not Reported,19124,2008
0,0.0,Lorain,Unknown,Total,African American  (Black),19196,2008
0,0.0,Lucas,Unknown,Total,Asian,19283,2008
0,0.0,Logan,Unknown,Total,Asian,19115,2008
0,0.0,Logan,Unknown,Total,African American  (Black),19112,2008
0,0.0,Licking,Unknown,Total,Asian,19031,2008
*,*,Logan,Hispanic,Total,White,19085,2008
0,0.0,Lucas,Non-Hispanic,Total,Unknown/Not Reported,19271,2008
0,0.0,Lorain,Unknown,Total,Native American,19202,2008
*,*,Lucas,Non-Hispanic,Total,Native American,19265,2008
2,769,Lorain,Non-Hispanic,Total,White,100,2008
0,0.0,Lucas,Hispanic,Total,Pacific Islander/Hawaiian,19247,2008
0,0.0,Lucas,Unknown,Total,Unknown/Not Reported,19292,2008
0,0.0,Lucas,Hispanic,Total,Unknown/Not Reported,19250,2008
0,0.0,Lucas,Unknown,Total,Pacific Islander/Hawaiian,19289,2008
0,0.0,Lorain,Non-Hispanic,Total,Unknown/Not Reported,19187,2008
0,0.0,Lorain,Hispanic,Total,Pacific Islander/Hawaiian,19163,2008
604,100.0,Logan,Non-Hispanic,Total,White,19106,2008
0,0.0,Lorain,Non-Hispanic,Total,Pacific Islander/Hawaiian,19184,2008
0,0.0,Logan,Hispanic,Total,Asian,19073,2008
*,*,Licking,Hispanic,Total,African American  (Black),18986,2008
0,0.0,Meigs,Non-Hispanic,Low birth weight (<2500g),Native American,88479,2017 **
*,*,Medina,Non-Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,88402,2017 **
0,0.0,Mercer,Hispanic,Normal birth weight (2500g+),African American  (Black),88537,2017 **
0,0.0,Meigs,Unknown,Normal birth weight (2500g+),Unknown/Not Reported,88507,2017 **
572,93.6,Mercer,Non-Hispanic,Normal birth weight (2500g+),White,88573,2017 **
0,0.0,Medina,Unknown,Low birth weight (<2500g),African American  (Black),88410,2017 **
0,0.0,Meigs,Unknown,Low birth weight (<2500g),Native American,88500,2017 **
0,0.0,Meigs,Unknown,Low birth weight (<2500g),Pacific Islander/Hawaiian,88503,2017 **
0,0.0,Meigs,Unknown,Normal birth weight (2500g+),Pacific Islander/Hawaiian,88504,2017 **
0,0.0,Meigs,Unknown,Low birth weight (<2500g),White,88509,2017 **
0,0.0,Mercer,Unknown,Low birth weight (<2500g),Pacific Islander/Hawaiian,88587,2017 **
0,0.0,Meigs,Unknown,Low birth weight (<2500g),Asian,88497,2017 **
*,*,Mercer,Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,88549,2017 **
*,*,Mercer,Non-Hispanic,Low birth weight (<2500g),Unknown/Not Reported,88569,2017 **
30,11.1,Meigs,Non-Hispanic,Low birth weight (<2500g),White,88488,2017 **
0,0.0,Meigs,Unknown,Normal birth weight (2500g+),Native American,88501,2017 **
89,5.6,Medina,Non-Hispanic,Low birth weight (<2500g),White,88404,2017 **
0,0.0,Medina,Unknown,Low birth weight (<2500g),White,88425,2017 **
39,6.4,Mercer,Non-Hispanic,Low birth weight (<2500g),White,88572,2017 **
0,0.0,Mercer,Non-Hispanic,Low birth weight (<2500g),African American  (Black),88557,2017 **
0,0.0,Mercer,Non-Hispanic,Low birth weight (<2500g),Native American,88563,2017 **
0,0.0,Mercer,Unknown,Normal birth weight (2500g+),African American  (Black),88579,2017 **
0,0.0,Miami,Hispanic,Normal birth weight (2500g+),African American  (Black),88621,2017 **
0,0.0,Mercer,Hispanic,Low birth weight (<2500g),White,88551,2017 **
0,0.0,Mercer,Hispanic,Normal birth weight (2500g+),Native American,88543,2017 **
0,0.0,Mercer,Unknown,Normal birth weight (2500g+),Asian,88582,2017 **
*,*,Mercer,Non-Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,88567,2017 **
0,0.0,Mercer,Unknown,Low birth weight (<2500g),White,88593,2017 **
*,*,Mercer,Non-Hispanic,Normal birth weight (2500g+),African American  (Black),88558,2017 **
0,0.0,Mercer,Non-Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,88566,2017 **
0,0.0,Miami,Hispanic,Low birth weight (<2500g),Asian,88623,2017 **
0,0.0,Mercer,Unknown,Normal birth weight (2500g+),White,88594,2017 **
0,0.0,Mercer,Non-Hispanic,Normal birth weight (2500g+),Native American,88564,2017 **
0,0.0,Mercer,Hispanic,Low birth weight (<2500g),Asian,88539,2017 **
*,*,Miami,Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,88633,2017 **
0,0.0,Mercer,Unknown,Low birth weight (<2500g),Unknown/Not Reported,88590,2017 **
0,0.0,Mercer,Hispanic,Low birth weight (<2500g),African American  (Black),88536,2017 **
*,*,Miami,Hispanic,Normal birth weight (2500g+),White,88636,2017 **
*,*,Mercer,Hispanic,Normal birth weight (2500g+),White,88552,2017 **
0,0.0,Mercer,Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,88545,2017 **
0,0.0,Miami,Non-Hispanic,Low birth weight (<2500g),Native American,88647,2017 **
*,*,Mercer,Non-Hispanic,Normal birth weight (2500g+),Asian,88561,2017 **
0,0.0,Mercer,Hispanic,Low birth weight (<2500g),Native American,88542,2017 **
*,*,Miami,Non-Hispanic,Normal birth weight (2500g+),Asian,88645,2017 **
0,0.0,Mercer,Non-Hispanic,Low birth weight (<2500g),Asian,88560,2017 **
0,0.0,Mercer,Unknown,Normal birth weight (2500g+),Pacific Islander/Hawaiian,88588,2017 **
*,*,Miami,Non-Hispanic,Low birth weight (<2500g),Asian,88644,2017 **
0,0.0,Miami,Hispanic,Normal birth weight (2500g+),Asian,88624,2017 **
0,0.0,Mercer,Unknown,Normal birth weight (2500g+),Native American,88585,2017 **
0,0.0,Mercer,Unknown,Low birth weight (<2500g),Native American,88584,2017 **
0,0.0,Miami,Unknown,Normal birth weight (2500g+),African American  (Black),88663,2017 **
0,0.0,Monroe,Hispanic,Normal birth weight (2500g+),African American  (Black),88705,2017 **
0,0.0,Miami,Unknown,Low birth weight (<2500g),Asian,88665,2017 **
0,0.0,Miami,Unknown,Normal birth weight (2500g+),Unknown/Not Reported,88675,2017 **
0,0.0,Monroe,Hispanic,Normal birth weight (2500g+),Native American,88711,2017 **
0,0.0,Miami,Unknown,Low birth weight (<2500g),Native American,88668,2017 **
*,*,Miami,Hispanic,Low birth weight (<2500g),Unknown/Not Reported,88632,2017 **
0,0.0,Miami,Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,88630,2017 **
*,*,Miami,Non-Hispanic,Low birth weight (<2500g),African American  (Black),88641,2017 **
*,*,Monroe,Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,88717,2017 **
0,0.0,Mercer,Unknown,Low birth weight (<2500g),African American  (Black),88578,2017 **
0,0.0,Miami,Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,88629,2017 **
*,*,Miami,Non-Hispanic,Low birth weight (<2500g),Unknown/Not Reported,88653,2017 **
0,0.0,Mercer,Unknown,Normal birth weight (2500g+),Unknown/Not Reported,88591,2017 **
0,0.0,Miami,Hispanic,Normal birth weight (2500g+),Native American,88627,2017 **
*,*,Miami,Non-Hispanic,Normal birth weight (2500g+),Native American,88648,2017 **
0,0.0,Miami,Unknown,Normal birth weight (2500g+),Native American,88669,2017 **
0,0.0,Miami,Unknown,Normal birth weight (2500g+),Pacific Islander/Hawaiian,88672,2017 **
35,83.3,Miami,Non-Hispanic,Normal birth weight (2500g+),African American  (Black),88642,2017 **
0,0.0,Miami,Unknown,Low birth weight (<2500g),Pacific Islander/Hawaiian,88671,2017 **
0,0.0,Mercer,Unknown,Low birth weight (<2500g),Asian,88581,2017 **
0,0.0,Miami,Hispanic,Low birth weight (<2500g),Native American,88626,2017 **
0,0.0,Miami,Hispanic,Low birth weight (<2500g),African American  (Black),88620,2017 **
0,0.0,Miami,Non-Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,88650,2017 **
