birth count,birth count_pct,county name,ethnicity desc,low birth weight ind desc,race catg desc,sort,year desc
0,0.0,Hamilton,Unknown,Low birth weight (<2500g),Native American,10212,2007
0,0.0,Hamilton,Unknown,Normal birth weight (2500g+),Asian,10210,2007
0,0.0,Hamilton,Unknown,Normal birth weight (2500g+),Native American,10213,2007
0,0.0,Hamilton,Non-Hispanic,Low birth weight (<2500g),Unknown/Not Reported,10197,2007
0,0.0,Hancock,Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,10258,2007
0,0.0,Hamilton,Unknown,Low birth weight (<2500g),Asian,10209,2007
0,0.0,Hamilton,Non-Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,10194,2007
53,96.4,Hancock,Hispanic,Normal birth weight (2500g+),White,10264,2007
*,*,Hamilton,Non-Hispanic,Low birth weight (<2500g),Native American,10191,2007
6,229,Hamilton,Non-Hispanic,Normal birth weight (2500g+),White,92,2007
*,*,Hancock,Hispanic,Low birth weight (<2500g),African American  (Black),10248,2007
*,*,Hancock,Hispanic,Normal birth weight (2500g+),African American  (Black),10249,2007
0,0.0,Hancock,Hispanic,Low birth weight (<2500g),Unknown/Not Reported,10260,2007
0,0.0,Hancock,Hispanic,Normal birth weight (2500g+),Native American,10255,2007
0,0.0,Hancock,Non-Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,10279,2007
0,0.0,Hardin,Hispanic,Low birth weight (<2500g),African American  (Black),10332,2007
0,0.0,Hancock,Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,10261,2007
0,0.0,Hancock,Unknown,Low birth weight (<2500g),African American  (Black),10290,2007
0,0.0,Hardin,Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,10341,2007
0,0.0,Hancock,Non-Hispanic,Low birth weight (<2500g),Native American,10275,2007
0,0.0,Hancock,Non-Hispanic,Low birth weight (<2500g),Unknown/Not Reported,10281,2007
0,0.0,Hancock,Unknown,Low birth weight (<2500g),White,10305,2007
0,0.0,Hancock,Non-Hispanic,Normal birth weight (2500g+),Native American,10276,2007
0,0.0,Hancock,Unknown,Low birth weight (<2500g),Asian,10293,2007
0,0.0,Hamilton,Unknown,Low birth weight (<2500g),African American  (Black),10206,2007
0,0.0,Hamilton,Unknown,Normal birth weight (2500g+),White,10222,2007
0,0.0,Hardin,Hispanic,Low birth weight (<2500g),Asian,10335,2007
0,0.0,Hamilton,Unknown,Low birth weight (<2500g),Pacific Islander/Hawaiian,10215,2007
*,*,Hancock,Non-Hispanic,Low birth weight (<2500g),African American  (Black),10269,2007
0,0.0,Hamilton,Unknown,Low birth weight (<2500g),White,10221,2007
0,0.0,Hamilton,Unknown,Low birth weight (<2500g),Unknown/Not Reported,10218,2007
0,0.0,Hancock,Unknown,Low birth weight (<2500g),Native American,10296,2007
*,*,Hancock,Hispanic,Low birth weight (<2500g),White,10263,2007
59,7.0,Hancock,Non-Hispanic,Low birth weight (<2500g),White,10284,2007
0,0.0,Hancock,Hispanic,Low birth weight (<2500g),Native American,10254,2007
0,0.0,Hancock,Non-Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,10282,2007
*,*,Paulding,Non-Hispanic,Total,Asian,81674,2016
377,100.0,Gallia,Non-Hispanic,Total,White,32798,2010
0,0.0,Franklin,Unknown,Total,African American  (Black),32636,2010
*,*,Fayette,Non-Hispanic,Total,African American  (Black),32531,2010
0,0.0,Fayette,Unknown,Total,African American  (Black),32552,2010
0,0.0,Fulton,Unknown,Total,Native American,32726,2010
*,*,Fulton,Non-Hispanic,Total,Asian,32702,2010
*,*,Gallia,Non-Hispanic,Total,Asian,32786,2010
0,0.0,Gallia,Non-Hispanic,Total,Pacific Islander/Hawaiian,32792,2010
0,0.0,Fulton,Hispanic,Total,Pacific Islander/Hawaiian,32687,2010
0,0.0,Gallia,Non-Hispanic,Total,Unknown/Not Reported,32795,2010
*,*,Gallia,Hispanic,Total,Unknown/Not Reported,32774,2010
*,*,Gallia,Non-Hispanic,Total,African American  (Black),32783,2010
0,0.0,Geauga,Hispanic,Total,Pacific Islander/Hawaiian,32855,2010
*,*,Geauga,Hispanic,Total,White,32861,2010
0,0.0,Fulton,Unknown,Total,Pacific Islander/Hawaiian,32729,2010
0,0.0,Gallia,Hispanic,Total,Pacific Islander/Hawaiian,32771,2010
0,0.0,Geauga,Unknown,Total,Asian,32891,2010
0,0.0,Gallia,Unknown,Total,Native American,32810,2010
1,026,Tuscarawas,Non-Hispanic,Total,White,100,2012
0,0.0,Union,Hispanic,Total,Asian,52505,2012
0,0.0,Tuscarawas,Unknown,Total,Pacific Islander/Hawaiian,52469,2012
0,0.0,Tuscarawas,Unknown,Total,White,52475,2012
0,0.0,Union,Hispanic,Total,Native American,52508,2012
4,415,Summit,Non-Hispanic,Total,White,100,2012
0,0.0,Tuscarawas,Unknown,Total,Native American,52466,2012
0,0.0,Tuscarawas,Unknown,Total,Unknown/Not Reported,52472,2012
*,*,Van Wert,Hispanic,Total,Unknown/Not Reported,52598,2012
0,0.0,Union,Unknown,Total,African American  (Black),52544,2012
*,*,Tuscarawas,Hispanic,Total,African American  (Black),52418,2012
*,*,Tuscarawas,Non-Hispanic,Total,Pacific Islander/Hawaiian,52448,2012
*,*,Union,Hispanic,Total,White,52517,2012
*,*,Union,Non-Hispanic,Total,African American  (Black),52523,2012
*,*,Union,Hispanic,Total,African American  (Black),52502,2012
0,0.0,Fayette,Unknown,Normal birth weight (2500g+),Pacific Islander/Hawaiian,86068,2017 **
0,0.0,Fairfield,Unknown,Normal birth weight (2500g+),Native American,85981,2017 **
*,*,Fayette,Non-Hispanic,Normal birth weight (2500g+),African American  (Black),86038,2017 **
0,0.0,Fayette,Hispanic,Low birth weight (<2500g),Native American,86022,2017 **
0,0.0,Fayette,Unknown,Low birth weight (<2500g),Native American,86064,2017 **
0,0.0,Fairfield,Unknown,Low birth weight (<2500g),Unknown/Not Reported,85986,2017 **
0,0.0,Fayette,Unknown,Low birth weight (<2500g),Pacific Islander/Hawaiian,86067,2017 **
0,0.0,Fairfield,Unknown,Low birth weight (<2500g),African American  (Black),85974,2017 **
83,85.6,Franklin,Hispanic,Normal birth weight (2500g+),African American  (Black),86101,2017 **
0,0.0,Fayette,Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,86025,2017 **
0,0.0,Fairfield,Unknown,Normal birth weight (2500g+),Pacific Islander/Hawaiian,85984,2017 **
0,0.0,Fayette,Unknown,Normal birth weight (2500g+),Unknown/Not Reported,86071,2017 **
0,0.0,Fayette,Hispanic,Normal birth weight (2500g+),Asian,86020,2017 **
0,0.0,Fayette,Non-Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,86050,2017 **
276,95.2,Fayette,Non-Hispanic,Normal birth weight (2500g+),White,86053,2017 **
*,*,Fayette,Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,86029,2017 **
0,0.0,Fayette,Hispanic,Normal birth weight (2500g+),Native American,86023,2017 **
0,0.0,Fayette,Hispanic,Low birth weight (<2500g),White,86031,2017 **
0,0.0,Franklin,Hispanic,Low birth weight (<2500g),Native American,86106,2017 **
*,*,Franklin,Hispanic,Normal birth weight (2500g+),Asian,86104,2017 **
0,0.0,Fayette,Hispanic,Normal birth weight (2500g+),African American  (Black),86017,2017 **
0,0.0,Fayette,Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,86026,2017 **
*,*,Fayette,Non-Hispanic,Low birth weight (<2500g),African American  (Black),86037,2017 **
0,0.0,Fairfield,Unknown,Low birth weight (<2500g),White,85989,2017 **
0,0.0,Fayette,Unknown,Low birth weight (<2500g),African American  (Black),86058,2017 **
0,0.0,NonOH,Hispanic,Low birth weight (<2500g),Asian,30327,2009
0,0.0,Wyandot,Non-Hispanic,Low birth weight (<2500g),Unknown/Not Reported,30273,2009
0,0.0,NonOH,Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,30333,2009
0,0.0,Wyandot,Unknown,Low birth weight (<2500g),Native American,30288,2009
0,0.0,Wyandot,Unknown,Low birth weight (<2500g),African American  (Black),30282,2009
0,0.0,Wyandot,Unknown,Normal birth weight (2500g+),White,30298,2009
0,0.0,Wyandot,Non-Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,30274,2009
0,0.0,Wyandot,Non-Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,30270,2009
0,0.0,NonOH,Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,30334,2009
0,0.0,NonOH,Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,30337,2009
0,0.0,Wyandot,Unknown,Low birth weight (<2500g),Asian,30285,2009
0,0.0,Wyandot,Unknown,Normal birth weight (2500g+),Unknown/Not Reported,30295,2009
0,0.0,Wyandot,Unknown,Low birth weight (<2500g),Unknown/Not Reported,30294,2009
0,0.0,NonOH,Hispanic,Normal birth weight (2500g+),African American  (Black),30325,2009
0,0.0,Wyandot,Unknown,Normal birth weight (2500g+),Asian,30286,2009
0,0.0,NonOH,Hispanic,Normal birth weight (2500g+),Asian,30328,2009
0,0.0,Wyandot,Unknown,Normal birth weight (2500g+),Native American,30289,2009
0,0.0,Wyandot,Unknown,Normal birth weight (2500g+),Pacific Islander/Hawaiian,30292,2009
0,0.0,NonOH,Hispanic,Low birth weight (<2500g),Native American,30330,2009
0,0.0,NonOH,Hispanic,Low birth weight (<2500g),Unknown/Not Reported,30336,2009
0,0.0,NonOH,Non-Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,30358,2009
0,0.0,Wyandot,Unknown,Normal birth weight (2500g+),African American  (Black),30283,2009
0,0.0,NonOH,Hispanic,Low birth weight (<2500g),White,30339,2009
0,0.0,NonOH,Non-Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,30354,2009
0,0.0,NonOH,Non-Hispanic,Normal birth weight (2500g+),Native American,30352,2009
0,0.0,NonOH,Hispanic,Normal birth weight (2500g+),White,30340,2009
0,0.0,NonOH,Unknown,Low birth weight (<2500g),African American  (Black),30366,2009
0,0.0,NonOH,Hispanic,Normal birth weight (2500g+),Native American,30331,2009
0,0.0,NonOH,Unknown,Normal birth weight (2500g+),Native American,30373,2009
0,0.0,NonOH,Non-Hispanic,Low birth weight (<2500g),Asian,30348,2009
0,0.0,NonOH,Unknown,Normal birth weight (2500g+),Pacific Islander/Hawaiian,30376,2009
0,0.0,NonOH,Non-Hispanic,Low birth weight (<2500g),African American  (Black),30345,2009
0,0.0,NonOH,Unknown,Low birth weight (<2500g),Unknown/Not Reported,30378,2009
0,0.0,NonOH,Non-Hispanic,Normal birth weight (2500g+),African American  (Black),30346,2009
0,0.0,Unknown,Hispanic,Normal birth weight (2500g+),Native American,30415,2009
0,0.0,Unknown,Hispanic,Low birth weight (<2500g),African American  (Black),30408,2009
0,0.0,NonOH,Non-Hispanic,Normal birth weight (2500g+),Asian,30349,2009
0,0.0,NonOH,Hispanic,Low birth weight (<2500g),African American  (Black),30324,2009
0,0.0,NonOH,Non-Hispanic,Low birth weight (<2500g),Native American,30351,2009
0,0.0,NonOH,Unknown,Low birth weight (<2500g),Native American,30372,2009
0,0.0,Unknown,Hispanic,Normal birth weight (2500g+),White,30424,2009
0,0.0,NonOH,Unknown,Low birth weight (<2500g),Pacific Islander/Hawaiian,30375,2009
0,0.0,NonOH,Unknown,Normal birth weight (2500g+),African American  (Black),30367,2009
0,0.0,Unknown,Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,30417,2009
0,0.0,NonOH,Unknown,Low birth weight (<2500g),Asian,30369,2009
0,0.0,NonOH,Non-Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,30355,2009
0,0.0,Unknown,Hispanic,Low birth weight (<2500g),White,30423,2009
0,0.0,NonOH,Unknown,Normal birth weight (2500g+),Asian,30370,2009
0,0.0,NonOH,Unknown,Normal birth weight (2500g+),Unknown/Not Reported,30379,2009
0,0.0,NonOH,Non-Hispanic,Low birth weight (<2500g),White,30360,2009
0,0.0,Unknown,Hispanic,Low birth weight (<2500g),Asian,30411,2009
0,0.0,NonOH,Unknown,Low birth weight (<2500g),White,30381,2009
0,0.0,Unknown,Non-Hispanic,Low birth weight (<2500g),Asian,30432,2009
0,0.0,Unknown,Hispanic,Normal birth weight (2500g+),Asian,30412,2009
0,0.0,NonOH,Unknown,Normal birth weight (2500g+),White,30382,2009
0,0.0,Unknown,Hispanic,Low birth weight (<2500g),Native American,30414,2009
0,0.0,Unknown,Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,30421,2009
0,0.0,Unknown,Non-Hispanic,Normal birth weight (2500g+),White,30445,2009
0,0.0,Unknown,Non-Hispanic,Normal birth weight (2500g+),Native American,30436,2009
0,0.0,Unknown,Non-Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,30439,2009
0,0.0,Unknown,Non-Hispanic,Low birth weight (<2500g),Native American,30435,2009
0,0.0,Unknown,Unknown,Normal birth weight (2500g+),Native American,30457,2009
0,0.0,Unknown,Non-Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,30442,2009
0,0.0,Unknown,Unknown,Normal birth weight (2500g+),White,30466,2009
0,0.0,Unknown,Unknown,Low birth weight (<2500g),Pacific Islander/Hawaiian,30459,2009
0,0.0,Unknown,Non-Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,30438,2009
0,0.0,Unknown,Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,30418,2009
0,0.0,Unknown,Hispanic,Normal birth weight (2500g+),African American  (Black),30409,2009
0,0.0,Adams,Hispanic,Normal birth weight (2500g+),African American  (Black),30577,2010
0,0.0,Adams,Hispanic,Low birth weight (<2500g),Native American,30582,2010
0,0.0,Unknown,Non-Hispanic,Normal birth weight (2500g+),African American  (Black),30430,2009
0,0.0,Unknown,Non-Hispanic,Low birth weight (<2500g),White,30444,2009
0,0.0,Adams,Hispanic,Low birth weight (<2500g),White,30591,2010
0,0.0,Adams,Hispanic,Low birth weight (<2500g),Unknown/Not Reported,30588,2010
0,0.0,Adams,Hispanic,Normal birth weight (2500g+),Asian,30580,2010
0,0.0,Unknown,Unknown,Low birth weight (<2500g),African American  (Black),30450,2009
0,0.0,Unknown,Hispanic,Low birth weight (<2500g),Unknown/Not Reported,30420,2009
0,0.0,Adams,Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,30586,2010
0,0.0,Unknown,Unknown,Low birth weight (<2500g),Asian,30453,2009
0,0.0,Unknown,Unknown,Normal birth weight (2500g+),Pacific Islander/Hawaiian,30460,2009
0,0.0,Unknown,Non-Hispanic,Normal birth weight (2500g+),Asian,30433,2009
0,0.0,Unknown,Non-Hispanic,Low birth weight (<2500g),African American  (Black),30429,2009
0,0.0,Unknown,Unknown,Low birth weight (<2500g),Native American,30456,2009
0,0.0,Unknown,Unknown,Normal birth weight (2500g+),Asian,30454,2009
0,0.0,Adams,Hispanic,Normal birth weight (2500g+),Native American,30583,2010
0,0.0,Unknown,Unknown,Normal birth weight (2500g+),African American  (Black),30451,2009
*,*,Adams,Non-Hispanic,Normal birth weight (2500g+),Asian,30601,2010
0,0.0,NonOH,Non-Hispanic,Low birth weight (<2500g),Unknown/Not Reported,30357,2009
0,0.0,NonOH,Non-Hispanic,Normal birth weight (2500g+),White,30361,2009
0,0.0,Unknown,Unknown,Normal birth weight (2500g+),Unknown/Not Reported,30463,2009
0,0.0,Unknown,Non-Hispanic,Low birth weight (<2500g),Unknown/Not Reported,30441,2009
0,0.0,Unknown,Unknown,Low birth weight (<2500g),Unknown/Not Reported,30462,2009
0,0.0,Adams,Unknown,Low birth weight (<2500g),Asian,30621,2010
0,0.0,Adams,Non-Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,30610,2010
0,0.0,Adams,Non-Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,30606,2010
0,0.0,Adams,Non-Hispanic,Low birth weight (<2500g),Native American,30603,2010
0,0.0,Adams,Hispanic,Low birth weight (<2500g),African American  (Black),30576,2010
0,0.0,Adams,Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,30585,2010
0,0.0,Adams,Unknown,Normal birth weight (2500g+),Asian,30622,2010
0,0.0,Adams,Unknown,Normal birth weight (2500g+),Pacific Islander/Hawaiian,30628,2010
0,0.0,Adams,Unknown,Normal birth weight (2500g+),African American  (Black),30619,2010
0,0.0,Adams,Unknown,Low birth weight (<2500g),Unknown/Not Reported,30630,2010
0,0.0,Adams,Non-Hispanic,Low birth weight (<2500g),African American  (Black),30597,2010
0,0.0,Allen,Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,30670,2010
30,8.2,Adams,Non-Hispanic,Low birth weight (<2500g),White,30612,2010
0,0.0,Allen,Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,30669,2010
0,0.0,Adams,Hispanic,Low birth weight (<2500g),Asian,30579,2010
0,0.0,Adams,Non-Hispanic,Normal birth weight (2500g+),Native American,30604,2010
0,0.0,Adams,Unknown,Low birth weight (<2500g),Native American,30624,2010
*,*,Adams,Non-Hispanic,Normal birth weight (2500g+),African American  (Black),30598,2010
*,*,Allen,Hispanic,Normal birth weight (2500g+),Native American,30667,2010
*,*,Adams,Hispanic,Normal birth weight (2500g+),White,30592,2010
*,*,Adams,Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,30589,2010
0,0.0,Adams,Non-Hispanic,Low birth weight (<2500g),Unknown/Not Reported,30609,2010
0,0.0,Adams,Non-Hispanic,Low birth weight (<2500g),Asian,30600,2010
0,0.0,Adams,Unknown,Normal birth weight (2500g+),Unknown/Not Reported,30631,2010
*,*,Allen,Hispanic,Low birth weight (<2500g),White,30675,2010
0,0.0,Adams,Non-Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,30607,2010
*,*,Allen,Hispanic,Normal birth weight (2500g+),African American  (Black),30661,2010
0,0.0,Allen,Non-Hispanic,Low birth weight (<2500g),Asian,30684,2010
0,0.0,Allen,Hispanic,Low birth weight (<2500g),African American  (Black),30660,2010
0,0.0,Allen,Non-Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,30690,2010
0,0.0,Adams,Unknown,Normal birth weight (2500g+),White,30634,2010
0,0.0,Allen,Hispanic,Low birth weight (<2500g),Asian,30663,2010
0,0.0,Adams,Unknown,Normal birth weight (2500g+),Native American,30625,2010
0,0.0,Adams,Unknown,Low birth weight (<2500g),Pacific Islander/Hawaiian,30627,2010
0,0.0,Unknown,Unknown,Low birth weight (<2500g),White,30465,2009
0,0.0,Adams,Unknown,Low birth weight (<2500g),African American  (Black),30618,2010
*,*,Allen,Hispanic,Normal birth weight (2500g+),White,30676,2010
337,91.8,Adams,Non-Hispanic,Normal birth weight (2500g+),White,30613,2010
161,83.4,Allen,Non-Hispanic,Normal birth weight (2500g+),African American  (Black),30682,2010
*,*,Allen,Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,30673,2010
0,0.0,Allen,Unknown,Normal birth weight (2500g+),African American  (Black),30703,2010
0,0.0,Allen,Unknown,Low birth weight (<2500g),Unknown/Not Reported,30714,2010
0,0.0,Allen,Hispanic,Low birth weight (<2500g),Native American,30666,2010
0,0.0,Allen,Non-Hispanic,Low birth weight (<2500g),Native American,30687,2010
0,0.0,Allen,Unknown,Low birth weight (<2500g),Asian,30705,2010
0,0.0,Allen,Unknown,Low birth weight (<2500g),Pacific Islander/Hawaiian,30711,2010
0,0.0,Allen,Non-Hispanic,Low birth weight (<2500g),Unknown/Not Reported,30693,2010
0,0.0,Allen,Unknown,Low birth weight (<2500g),Native American,30708,2010
*,*,Allen,Non-Hispanic,Normal birth weight (2500g+),Asian,30685,2010
*,*,Allen,Non-Hispanic,Normal birth weight (2500g+),Native American,30688,2010
0,0.0,Allen,Unknown,Normal birth weight (2500g+),Native American,30709,2010
0,0.0,Ashland,Hispanic,Low birth weight (<2500g),African American  (Black),30744,2010
*,*,Allen,Non-Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,30694,2010
32,16.6,Allen,Non-Hispanic,Low birth weight (<2500g),African American  (Black),30681,2010
0,0.0,Ashland,Non-Hispanic,Low birth weight (<2500g),African American  (Black),30765,2010
0,0.0,Ashland,Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,30753,2010
0,0.0,Allen,Non-Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,30691,2010
0,0.0,Ashland,Hispanic,Normal birth weight (2500g+),Asian,30748,2010
0,0.0,Allen,Unknown,Normal birth weight (2500g+),Pacific Islander/Hawaiian,30712,2010
0,0.0,Ashland,Hispanic,Low birth weight (<2500g),Unknown/Not Reported,30756,2010
0,0.0,Allen,Unknown,Normal birth weight (2500g+),Unknown/Not Reported,30715,2010
0,0.0,Allen,Unknown,Low birth weight (<2500g),White,30717,2010
0,0.0,Ashland,Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,30754,2010
0,0.0,Ashland,Non-Hispanic,Low birth weight (<2500g),Asian,30768,2010
582,92.8,Ashland,Non-Hispanic,Normal birth weight (2500g+),White,30781,2010
0,0.0,Allen,Unknown,Normal birth weight (2500g+),Asian,30706,2010
0,0.0,Richland,Unknown,Low birth weight (<2500g),African American  (Black),44058,2011
0,0.0,Richland,Non-Hispanic,Low birth weight (<2500g),Native American,44043,2011
0,0.0,Richland,Unknown,Normal birth weight (2500g+),Unknown/Not Reported,44071,2011
0,0.0,Ross,Hispanic,Normal birth weight (2500g+),African American  (Black),44101,2011
0,0.0,Ross,Hispanic,Normal birth weight (2500g+),Pacific Islander/Hawaiian,44110,2011
0,0.0,Richland,Hispanic,Normal birth weight (2500g+),Native American,44023,2011
0,0.0,Ross,Unknown,Total,White,28871,2009
0,0.0,Scioto,Unknown,Total,Unknown/Not Reported,29036,2009
618,100.0,Sandusky,Non-Hispanic,Total,White,28934,2009
0,0.0,Sandusky,Hispanic,Total,Pacific Islander/Hawaiian,28907,2009
0,0.0,Scioto,Unknown,Total,African American  (Black),29024,2009
*,*,Sandusky,Hispanic,Total,African American  (Black),28898,2009
*,*,Ross,Hispanic,Total,White,28829,2009
*,*,Sandusky,Non-Hispanic,Total,Native American,28925,2009
*,*,Scioto,Hispanic,Total,White,28997,2009
*,*,Scioto,Non-Hispanic,Total,Asian,29006,2009
899,100.0,Scioto,Non-Hispanic,Total,White,29018,2009
0,0.0,Seneca,Non-Hispanic,Total,Pacific Islander/Hawaiian,29096,2009
0,0.0,Sandusky,Hispanic,Total,Asian,28901,2009
0,0.0,Scioto,Unknown,Total,Asian,29027,2009
0,0.0,Scioto,Hispanic,Total,Unknown/Not Reported,28994,2009
0,0.0,Seneca,Non-Hispanic,Total,Native American,29093,2009
*,*,Sandusky,Hispanic,Total,White,28913,2009
0,0.0,Sandusky,Unknown,Total,White,28955,2009
0,0.0,Sandusky,Unknown,Total,Native American,28946,2009
0,0.0,Scioto,Hispanic,Total,Asian,28985,2009
*,*,Seneca,Hispanic,Total,African American  (Black),29066,2009
0,0.0,Scioto,Unknown,Total,Pacific Islander/Hawaiian,29033,2009
0,0.0,Scioto,Hispanic,Total,Native American,28988,2009
*,*,Shelby,Non-Hispanic,Total,African American  (Black),29171,2009
0,0.0,Seneca,Hispanic,Total,Unknown/Not Reported,29078,2009
0,0.0,Shelby,Hispanic,Total,Pacific Islander/Hawaiian,29159,2009
0,0.0,Sandusky,Unknown,Total,Unknown/Not Reported,28952,2009
*,*,Seneca,Non-Hispanic,Total,African American  (Black),29087,2009
0,0.0,Seneca,Unknown,Total,Unknown/Not Reported,29120,2009
0,0.0,Sandusky,Unknown,Total,African American  (Black),28940,2009
*,*,Sandusky,Non-Hispanic,Total,Asian,28922,2009
0,0.0,Scioto,Unknown,Total,White,29039,2009
0,0.0,Scioto,Non-Hispanic,Total,Pacific Islander/Hawaiian,29012,2009
*,*,Scioto,Non-Hispanic,Total,Native American,29009,2009
0,0.0,Shelby,Hispanic,Total,Unknown/Not Reported,29162,2009
0,0.0,Seneca,Hispanic,Total,Pacific Islander/Hawaiian,29075,2009
0,0.0,Scioto,Unknown,Total,Native American,29030,2009
0,0.0,Seneca,Hispanic,Total,Asian,29069,2009
0,0.0,Seneca,Non-Hispanic,Total,Unknown/Not Reported,29099,2009
0,0.0,Seneca,Unknown,Total,African American  (Black),29108,2009
0,0.0,Seneca,Unknown,Total,White,29123,2009
0,0.0,Sandusky,Unknown,Total,Pacific Islander/Hawaiian,28949,2009
0,0.0,Seneca,Unknown,Total,Asian,29111,2009
*,*,Shelby,Hispanic,Total,White,29165,2009
0,0.0,Shelby,Non-Hispanic,Total,Pacific Islander/Hawaiian,29180,2009
491,100.0,Stark,Non-Hispanic,Total,African American  (Black),29255,2009
0,0.0,Scioto,Hispanic,Total,Pacific Islander/Hawaiian,28991,2009
0,0.0,Seneca,Unknown,Total,Native American,29114,2009
0,0.0,Shelby,Unknown,Total,Unknown/Not Reported,29204,2009
0,0.0,Seneca,Hispanic,Total,Native American,29072,2009
*,*,Scioto,Hispanic,Total,African American  (Black),28982,2009
*,*,Seneca,Hispanic,Total,White,29081,2009
*,*,Seneca,Non-Hispanic,Total,Asian,29090,2009
0,0.0,Shelby,Non-Hispanic,Total,Unknown/Not Reported,29183,2009
*,*,Stark,Non-Hispanic,Total,Asian,29258,2009
0,0.0,Stark,Hispanic,Total,Unknown/Not Reported,29246,2009
0,0.0,Stark,Unknown,Total,White,29291,2009
0,0.0,Shelby,Unknown,Total,African American  (Black),29192,2009
0,0.0,Shelby,Unknown,Total,White,29207,2009
*,*,Summit,Hispanic,Total,African American  (Black),29318,2009
0,0.0,Shelby,Unknown,Total,Native American,29198,2009
0,0.0,Scioto,Non-Hispanic,Total,Unknown/Not Reported,29015,2009
0,0.0,Seneca,Unknown,Total,Pacific Islander/Hawaiian,29117,2009
*,*,Shelby,Hispanic,Total,Native American,29156,2009
0,0.0,Cuyahoga,Non-Hispanic,Low birth weight (<2500g),Unknown/Not Reported,16749,2008
0,0.0,Darke,Unknown,Low birth weight (<2500g),African American  (Black),16842,2008
0,0.0,Darke,Non-Hispanic,Low birth weight (<2500g),Native American,16827,2008
*,*,Marion,Hispanic,Normal birth weight (2500g+),Unknown/Not Reported,88297,2017 **
*,*,Marion,Hispanic,Normal birth weight (2500g+),Native American,88291,2017 **
0,0.0,Marion,Unknown,Normal birth weight (2500g+),African American  (Black),88327,2017 **
0,0.0,Marion,Unknown,Low birth weight (<2500g),Pacific Islander/Hawaiian,88335,2017 **
*,*,Marion,Non-Hispanic,Normal birth weight (2500g+),Asian,88309,2017 **
0,0.0,Marion,Unknown,Normal birth weight (2500g+),Native American,88333,2017 **
0,0.0,Mercer,Hispanic,Low birth weight (<2500g),Unknown/Not Reported,50328,2012
162,91.0,Cuyahoga,Hispanic,Normal birth weight (2500g+),White,54952,2013
*,*,Erie,Hispanic,Normal birth weight (2500g+),Asian,78208,2016
0,0.0,Delaware,Unknown,Normal birth weight (2500g+),Pacific Islander/Hawaiian,78172,2016
0,0.0,Delaware,Unknown,Low birth weight (<2500g),Native American,78168,2016
0,0.0,Delaware,Unknown,Normal birth weight (2500g+),African American  (Black),78163,2016
*,*,Erie,Non-Hispanic,Normal birth weight (2500g+),Asian,78229,2016
0,0.0,Erie,Hispanic,Low birth weight (<2500g),Native American,78210,2016
0,0.0,Erie,Non-Hispanic,Low birth weight (<2500g),Pacific Islander/Hawaiian,78234,2016
89,80.9,Erie,Non-Hispanic,Normal birth weight (2500g+),African American  (Black),78226,2016
0,0.0,Delaware,Unknown,Normal birth weight (2500g+),White,78178,2016
0,0.0,Erie,Unknown,Low birth weight (<2500g),African American  (Black),78246,2016
0,0.0,Erie,Unknown,Normal birth weight (2500g+),African American  (Black),78247,2016
